,Municipio,Novos_casos,Populacao_estimada,Latitude,Longitude,Relacao_perc_pop_covid
4728,senador salgado filho,236,2761,-28.0270233,-54.5435136,8.5476
4729,senges,2129,19441,-24.1141771,-49.4644197,10.9511
4730,senhor do bonfim,3701,79813,-10.4602509,-40.189151,4.6371
4731,senhora de oliveira,287,5786,-20.793889,-43.344166,4.9602
4732,senhora do porto,95,3516,-18.8905778,-43.0844887,2.7019
4733,senhora dos remedios,374,10474,-21.028056,-43.582778,3.5707
4734,sentinela do sul,514,5635,-30.6118857,-51.5817117,9.1216
4735,sento se,715,41279,-9.7406436,-41.8830056,1.7321
4736,serafina correa,1693,18074,-28.7120266,-51.9343269,9.367
4737,sericita,691,7340,-20.4738307,-42.4821683,9.4142
4738,seringueiras,1383,11846,-11.7715738,-63.0346835,11.6748
4739,serio,173,1889,-6.5407583,-44.2917783,9.1583
4740,seritinga,122,1857,-21.9096949,-44.5216061,6.5697
4741,seropedica,2243,83841,-22.7438887,-43.6991998,2.6753
4742,serra,17366,536765,-20.1252961,-40.3064477,3.2353
4743,serra alta,222,3249,-26.7291439,-53.0440668,6.8329
4744,serra azul,628,15292,-21.3132591,-47.5635821,4.1067
4745,serra azul de minas,184,4292,-18.3622042,-43.1702095,4.287
4746,serra branca,785,13807,-7.4815274,-36.6634581,5.6855
4747,serra caiada,462,10646,-6.1070196,-35.7086685,4.3397
4748,serra da raiz,477,3114,-6.6874334,-35.4420668,15.3179
4749,serra da saudade,52,771,-19.4404288,-45.7931291,6.7445
4750,serra de sao bento,164,5739,-6.4169271,-35.70478,2.8576
4751,serra do mel,594,12225,-5.1681228,-37.0413693,4.8589
4752,serra do navio,528,5577,1.6424398999999998,-52.27026174349028,9.4675
4753,serra do ramalho,689,31362,-13.5442363,-43.5773151,2.1969
4754,serra do salitre,1177,11750,-11.4815807,-42.341137,10.017
4755,serra dos aimores,272,8725,-17.6441053,-40.370218,3.1175
4756,serra dourada,213,17261,-12.758418,-43.9500907,1.234
4757,serra grande,129,2921,-7.2146596,-38.3719684,4.4163
4758,serra negra,2583,29669,-22.6126459,-46.699986,8.7061
4759,serra negra do norte,1072,8105,-6.6627568,-37.4010583,13.2264
4760,serra nova dourada,261,1705,-12.0890348,-51.4005672,15.3079
4761,serra preta,606,14531,-12.1589615,-39.3320929,4.1704
4762,serra redonda,468,7001,-7.1867108,-35.679795,6.6848
4763,serra talhada,6177,87467,-7.9867805,-38.2920294,7.0621
4764,serrana,4260,46166,-21.2066883,-47.6053774,9.2276
4765,serrania,732,7667,-21.547906,-46.0404553,9.5474
4766,serrano do maranhao,2,10343,-1.8535718,-45.1158856,0.0193
4767,serranopolis,1094,8737,-18.3084565,-51.9569462,12.5215
4768,serranopolis de minas,182,4836,-15.810935,-42.871182,3.7634
4769,serranopolis do iguacu,431,4460,-25.3798835,-54.0538801,9.6637
4770,serranos,61,1949,-21.890277,-44.509444,3.1298
4771,serraria,443,6037,-6.8193129,-35.6387473,7.3381
4772,serrinha,6251,81693,-11.66199,-39.0034021,7.6518
4773,serrinha dos pintos,507,4832,-6.112315,-37.9566189,10.4925
4774,serrita,1465,19226,-7.9476953,-39.2957383,7.6199
4775,serro,1136,20915,-18.604444,-43.379445,5.4315
4776,serrolandia,607,13490,-11.4200011,-40.2974938,4.4996
4777,sertaneja,557,5149,-23.0367627,-50.816802,10.8176
4778,sertania,1884,36189,-8.068467,-37.268393,5.206
4779,sertanopolis,2341,16456,-23.0600434,-51.0373544,14.2258
4780,sertao,560,5220,-27.9853815,-52.257587,10.728
4781,sertao santana,562,6586,-30.4617134,-51.6041992,8.5333
4782,sertaozinho,14794,5152,-21.1375782,-47.9913741,287.1506
4783,sete barras,1331,12731,-24.3878438,-47.9265798,10.4548
4784,sete de setembro,78,1931,-28.1297132,-54.462746,4.0394
4785,sete lagoas,15556,243950,-19.466111,-44.246944,6.3767
4786,sete quedas,597,10751,-23.978822,-55.0428349,5.553
4787,setubinha,187,12493,-17.6001378,-42.1620269,1.4968
4788,severiano de almeida,263,3607,-27.4332178,-52.1155068,7.2914
4789,severiano melo,540,1743,-5.7811362,-37.9576772,30.9811
4790,severinia,1482,17820,-20.810753,-48.80538,8.3165
4791,sideropolis,763,14176,-28.597588,-49.4250007,5.3823
4792,sidrolandia,3103,60792,-20.9361042,-54.9640262,5.1043
4793,sigefredo pacheco,278,10074,-4.9148779,-41.7304149,2.7596
4794,silva jardim,1342,21775,-22.6509706,-42.3947353,6.163
4795,silvania,1892,20938,-16.6599718,-48.608326,9.0362
4796,silvanopolis,765,5452,-11.1513516,-48.1711295,14.0315
4797,silveira martins,188,2365,-29.643191,-53.5867044,7.9493
4798,silveirania,80,2267,-21.158611,-43.215556,3.5289
4799,silveiras,496,6375,-22.66384,-44.852157,7.7804
4800,silves,585,9289,-2.8372614,-58.2105199,6.2978
4801,silvianopolis,271,6258,-22.029723,-45.835277,4.3305
4802,simao dias,1940,40724,-10.7388301,-37.809016,4.7638
4803,simao pereira,254,2621,-21.963611,-43.311667,9.691
4804,simoes,660,14664,-7.5970469,-40.8176003,4.5008
4805,simoes filho,6631,137117,-12.7867839,-38.4030365,4.836
4806,simolandia,370,6895,-14.4733312,-46.4832791,5.3662
4807,simonesia,1204,19834,-20.1233838,-42.0024294,6.0704
4808,simplicio mendes,1313,12778,-7.860528,-41.9081183,10.2755
4809,sinimbu,898,10152,-29.5346879,-52.5199906,8.8455
4810,sinop,15899,148960,-11.8577512,-55.496788,10.6733
4811,siqueira campos,3467,21476,-23.687481,-49.830416,16.1436
4812,sirinhaem,566,46845,-8.591935,-35.1155161,1.2082
4813,siriri,400,9046,-10.604584,-37.1143295,4.4218
4814,sitio d abadia,46,3040,-14.8049934,-46.2544188,1.5132
4815,sitio do mato,172,13104,-13.0843136,-43.4686989,1.3126
4816,sitio do quinto,424,9431,-10.3675979,-38.2041664,4.4958
4817,sitio novo,691,5600,-5.881254,-46.7017184,12.3393
4818,sitio novo do tocantins,430,8965,-5.6028662,-47.6349901,4.7964
4819,sobradinho,3008,23274,-29.4131826,-53.0256794,12.9243
4820,sobrado,336,7845,-7.1442879,-35.2357401,4.283
4821,sobral,14614,212437,-3.6879135,-40.3456372,6.8792
4822,sobralia,321,5476,-19.2345745,-42.0978033,5.8619
4823,socorro,3557,41690,-22.5902619,-46.5249112,8.532
4824,socorro do piaui,136,4557,-7.8631876,-42.4994689,2.9844
4825,solanea,3531,26051,-6.7540351,-35.6621943,13.5542
4826,soledade,4748,31067,-28.8272467,-52.5109157,15.2831
4827,soledade de minas,314,6226,-22.0607267,-45.044957,5.0434
4828,solidao,499,6034,-7.6008705,-37.6514396,8.2698
4829,solonopole,871,18389,-5.7329092,-39.0098669,4.7365
4830,sombrio,2391,31084,-29.107985,-49.632776,7.6921
4831,sonora,1454,20158,-17.5852028,-54.7548288,7.213
4832,sooretama,2595,31278,-19.1918129,-40.1037067,8.2966
4833,sorocaba,8767,695328,-23.5003451,-47.4582864,1.2608
4834,sorriso,10632,94941,-12.5444887,-55.7233972,11.1985
4835,sossego,227,3631,-28.2184514,-54.2318103906142,6.2517
4836,soure,291,25752,-0.7275759,-48.5189785,1.13
4837,sousa,4006,69997,-6.7662029,-38.2319607,5.7231
4838,souto soares,347,17118,-12.0878456,-41.6495346,2.0271
4839,sucupira,244,2007,-11.9850885,-48.9113689,12.1574
4840,sucupira do norte,121,10631,-6.478392,-44.191889,1.1382
4841,sucupira do riachao,46,5692,-6.4136163,-43.5453433,0.8082
4842,sud mennucci,643,7738,-20.6906175,-50.9240834,8.3096
4843,sul brasil,490,2386,-26.7379101,-52.9650177,20.5365
4844,sulina,218,2880,-25.7001327,-52.7207833,7.5694
4845,sumare,19052,289875,-22.8217964,-47.267105,6.5725
4846,sume,1714,17096,-7.671521,-36.8788755,10.0257
4847,sumidouro,873,15709,-22.0455,-42.6735,5.5573
4848,surubim,3248,66192,-7.8424353,-35.7539722,4.9069
4849,sussuapara,277,6801,-7.0110259,-41.3830041,4.0729
4850,suzanapolis,220,4063,-20.5011185,-51.0246771,5.4147
4851,suzano,15508,303397,-23.5427842,-46.3108391,5.1115
4852,tabai,312,4816,-29.6877843,-51.7180847,6.4784
4853,tabapora,1131,9357,-11.3085286,-56.8212723,12.0872
4854,tabapua,1449,12561,-20.9648397,-49.0332398,11.5357
4855,tabatinga,3008,68502,-21.7373768,-48.6880522,4.3911
4856,tabira,1451,28860,-7.583661,-37.537735,5.0277
4857,taboao da serra,8699,297528,-23.6121912,-46.7790539,2.9238
4858,tabocao,366,2615,-9.0565211,-48.5216745,13.9962
4859,tabocas do brejo velho,208,12515,-12.7020751,-44.0091066,1.662
4860,taboleiro grande,190,2606,-5.9289208,-38.044508,7.2909
4861,tabuleiro,257,3669,-21.3592212,-43.2479134,7.0046
4862,tabuleiro do norte,3832,32079,-5.2440865,-38.1284605,11.9455
4863,tacaimbo,326,12843,-8.3173613,-36.2915198,2.5383
4864,tacaratu,144,26439,-9.1051762,-38.1499125,0.5446
4865,taciba,711,6371,-22.3893943,-51.2888486,11.1599
4866,tacima,311,11024,-6.4895383,-35.6364852,2.8211
4867,tacuru,483,11795,-23.635954,-55.014137,4.095
4868,taguai,2065,14415,-23.4534312,-49.4054454,14.3254
4869,taguatinga,1369,16966,-12.402404,-46.4365769,8.0691
4870,taiacu,188,6346,-21.143144,-48.511203,2.9625
4871,tailandia,5065,111554,-2.936096,-48.9523366,4.5404
4872,taio,1577,18576,-27.1167574,-50.0002159,8.4894
4873,taiobeiras,3080,34653,-15.811859,-42.2319723,8.8881
4874,taipas do tocantins,173,2183,-12.193349,-46.9918003,7.9249
4875,taipu,541,12314,-5.6228594,-35.5991764,4.3934
4876,taiuva,607,5562,-21.1238184,-48.4512476,10.9133
4877,talisma,264,2831,-8.354245,-70.2166667,9.3253
4878,tamandare,374,23852,-8.7500009,-35.1045787,1.568
4879,tamarana,1016,15277,-23.7223793,-51.0936013,6.6505
4880,tambau,1965,23255,-21.70292,-47.270344,8.4498
4881,tamboara,490,5196,-23.1995071,-52.5000131,9.4303
4882,tamboril,2197,26199,-4.8330075,-40.3210323,8.3858
4883,tamboril do piaui,36,2939,-8.4007816,-42.9112793,1.2249
4884,tanabi,3277,26231,-20.6251635,-49.6519879,12.4929
4885,tangara,1638,8648,-27.0997957,-51.2477143,18.9408
4886,tangara da serra,10289,107631,-14.6213903,-57.4907268,9.5595
4887,tangua,3151,34898,-22.7353777,-42.7202272,9.0292
4888,tanhacu,1163,20383,-14.019662,-41.247271,5.7057
4889,tanque d arca,295,6115,-9.5348175,-36.431458,4.8242
4890,tanque do piaui,184,2781,-6.5971682,-42.2840316,6.6163
4891,tanque novo,1052,17518,-13.5474243,-42.4907587,6.0053
4892,tanquinho,401,7936,-11.9747061,-39.1057638,5.0529
4893,taparuba,196,3093,-19.7621023,-41.614796,6.3369
4894,tapaua,645,16876,-5.6232283,-63.1879157,3.822
4895,tapejara,5096,24973,-28.069233,-52.0117161,20.406
4896,tapera,1354,10569,-28.6262957,-52.8680873,12.8111
4897,taperoa,1317,21421,-13.537364,-39.0986529,6.1482
4898,tapes,1034,17363,-30.6747721,-51.3986199,5.9552
4899,tapira,887,5452,-23.323146,-53.0712033,16.2693
4900,tapirai,719,7725,-23.9638345,-47.5067136,9.3074
4901,tapiramuta,309,16939,-11.8447604,-40.7970527,1.8242
4902,tapiratiba,1498,12940,-21.46824,-46.7493221,11.5765
4903,tapurah,1839,14380,-12.742385,-56.512037,12.7886
4904,taquara,4100,57740,-29.6452036,-50.7832169,7.1008
4905,taquaracu de minas,215,4120,-19.669445,-43.687777,5.2184
4906,taquaral,263,2815,-21.07373,-48.412553,9.3428
4907,taquaral de goias,212,3506,-16.0520569,-49.6038591,6.0468
4908,taquarana,462,20162,-9.64529,-36.492844,2.2914
4909,taquari,2096,26907,-29.79433,-51.865346,7.7898
4910,taquaritinga,5301,57547,-21.4064327,-48.5056132,9.2116
4911,taquaritinga do norte,566,29472,-7.9027766,-36.0442227,1.9205
4912,taquarituba,3231,23292,-23.5337307,-49.2452541,13.8717
4913,taquarivai,469,5968,-23.9257829,-48.7005328,7.8586
4914,taquarucu do sul,510,3081,-27.4003987,-53.4684102,16.5531
4915,taquarussu,145,3588,-22.4870022,-53.3524041,4.0412
4916,tarabai,628,7609,-22.3038726,-51.5628675,8.2534
4917,tarauaca,3738,43730,-8.1602019,-70.7665368,8.5479
4918,tarrafas,570,8555,-6.6819901,-39.7575709,6.6628
4919,tartarugalzinho,371,18217,1.5052391,-50.9123126,2.0366
4920,taruma,1407,15361,-22.7474736,-50.5783374,9.1596
4921,tarumirim,373,14280,-19.2818607,-42.0070412,2.612
4922,tasso fragoso,410,8642,-8.4729347,-45.7461798,4.7443
4923,tatui,8890,124134,-23.3489848,-47.8490165,7.1616
4924,taua,5676,59259,-3.6150075,-49.6247969,9.5783
4925,taubate,19662,320820,-23.031448,-45.5612792,6.1287
4926,tavares,1147,5484,-31.287471,-51.0897986,20.9154
4927,tefe,4953,59250,-3.3485276,-64.7102278,8.3595
4928,teixeira,847,15333,-7.221036,-37.252477,5.524
4929,teixeira de freitas,11508,164290,-17.5384774,-39.7451701,7.0047
4930,teixeira soares,924,12761,-25.3719287,-50.4586285,7.2408
4931,teixeiras,982,11680,-20.6517875,-42.8563275,8.4075
4932,teixeiropolis,458,4160,-10.9336967,-62.2560049,11.0096
4933,tejucuoca,1178,19551,-3.9884273,-39.5797395,6.0253
4934,tejupa,93,4452,-23.3437238,-49.3772468,2.0889
4935,telemaco borba,13942,80588,-24.3282939,-50.6318021,17.3003
4936,telha,157,3271,-10.2089823,-36.8841125,4.7998
4937,tenente ananias,955,10923,-6.4641549,-38.1791844,8.743
4938,tenente laurentino cruz,780,6085,-6.1498142,-36.7174889,12.8184
4939,tenente portela,1266,13385,-27.371058,-53.758484,9.4583
4940,tenorio,118,3103,0.7500476,-50.214622,3.8028
4941,teodoro sampaio,2602,7296,-22.5300202,-52.1686847,35.6634
4942,teofilandia,550,22590,-11.4891658,-38.9997411,2.4347
4943,teofilo otoni,9723,141269,-17.8579267,-41.5081533,6.8826
4944,teolandia,376,15097,-13.603575,-39.4927143,2.4906
4945,teotonio vilela,897,44570,-9.9062736,-36.3571341,2.0126
4946,terenos,1300,22721,-20.4409259,-54.8656049,5.7216
4947,teresina,11289,871126,-5.0874608,-42.8049571,1.2959
4948,teresina de goias,191,3538,-13.7789573,-47.266894,5.3985
4949,teresopolis,15323,185820,-22.4164578,-42.975194,8.2462
4950,terezinha,458,7227,-9.0560369,-36.623375,6.3373
4951,terezopolis de goias,831,8326,-16.4837865,-49.0949299,9.9808
4952,terra alta,346,11971,-1.0397924,-47.9091595,2.8903
4953,terra boa,2243,17304,-23.768329,-52.447002,12.9623
4954,terra de areia,654,11323,-29.5789455,-50.06336,5.7759
4955,terra nova,1448,13018,-12.4069929,-38.6191596,11.1231
4956,terra nova do norte,984,9284,-10.5995196,-55.1167029,10.5989
4957,terra rica,1335,17054,-22.7264874,-52.6202541,7.8281
4958,terra roxa,2880,9502,-20.787015,-48.331442,30.3094
4959,terra santa,1058,19063,-2.104435,-56.487653,5.55
4960,tesouro,283,3761,-16.0802073,-53.553114,7.5246
4961,teutonia,3343,34275,-29.4514561,-51.8087983,9.7535
4962,theobroma,748,10348,-10.246489,-62.3493803,7.2284
4963,tiangua,5564,77111,-3.7307332,-41.0004019,7.2156
4964,tibagi,2242,20688,-24.5151667,-50.4101487,10.8372
4965,tibau,528,4173,-4.8349636,-37.2542651,12.6528
4966,tibau do sul,1321,14694,-6.1872965,-35.0905246,8.9901
4967,tiete,3449,42946,-23.1030302,-47.7147937,8.031
4968,tigrinhos,242,1606,-26.6869135,-53.1570085,15.0685
4969,tijucas,3696,39889,-27.239404,-48.6353696,9.2657
4970,tijucas do sul,1793,17295,-25.9273376,-49.179265,10.3672
4971,timbauba,2030,52587,-7.5118822,-35.316076,3.8603
4972,timbauba dos batistas,350,2427,-6.4634028,-37.2696374,14.4211
4973,timbe do sul,557,5338,-28.8300122,-49.8466056,10.4346
4974,timbiras,110,29241,-4.2551056,-43.9386212,0.3762
4975,timbo,4839,45703,-4.002315,-55.6436383,10.5879
4976,timbo grande,525,8003,-26.6170507,-50.6742579,6.56
4977,timburi,147,2647,-23.2064076,-49.6045576,5.5535
4978,timon,913,171317,-5.1004341,-42.8312018,0.5329
4979,timoteo,8352,91268,-19.5771395,-42.6436108,9.1511
4980,tio hugo,309,3078,-28.5768433,-52.5969066,10.039
4981,tiradentes,608,8160,-21.1104688,-44.1742937,7.451
4982,tiradentes do sul,284,5532,-27.3973624,-54.0853785,5.1338
4983,tiros,386,6369,-19.003889,-45.963611,6.0606
4984,tobias barreto,2861,52861,-11.1878721,-38.0030397,5.4123
4985,tocantinia,593,7688,-9.563198,-48.374104,7.7133
4986,tocantinopolis,1418,22820,-6.3280931,-47.4217673,6.2138
4987,tocantins,1962,16769,-10.8855129,-48.3716912,11.7002
4988,tocos do moji,354,4117,-22.3706152,-46.0964763,8.5985
4989,toledo,15824,6336,-22.7433969,-46.3735044,249.7475
4990,tomar do geru,743,13534,-11.3752475,-37.8413399,5.4899
4991,tomazina,868,7699,-23.7777942,-49.9546482,11.2742
4992,tombos,663,7683,-20.9083753,-42.0270243,8.6294
4993,tome acu,2135,64604,-2.4166306,-48.1522907,3.3047
4994,tonantins,815,19038,-2.86261,-67.7735482,4.2809
4995,toritama,902,47088,-8.0083743,-36.058776,1.9156
4996,torixoreu,547,3487,-16.200591,-52.557097,15.6868
4997,toropi,303,2753,-29.478246,-54.224398,11.0062
4998,torre de pedra,162,2432,-23.2478026,-48.1941034,6.6612
4999,torres,3609,39381,-29.3373663,-49.7299648,9.1643
5000,torrinha,1432,10100,-22.4302536,-48.1690653,14.1782
5001,touros,1094,33716,-5.1998625,-35.4595051,3.2448
5002,trabiju,190,1752,-22.0410733,-48.3350302,10.8447
5003,tracuateua,161,31549,-1.0765338,-46.9030822,0.5103
5004,tracunhaem,250,13856,-7.8027253,-35.238498,1.8043
5005,traipu,365,27934,-9.967583,-37.0015357,1.3067
5006,trairao,1075,19344,-4.700551,-55.9972165,5.5573
5007,trairi,1781,56653,-3.2777494,-39.2680677,3.1437
5008,trajano de moraes,771,10653,-22.0637911,-42.0644414,7.2374
5009,tramandai,6217,53507,-29.9855339,-50.1316076,11.619
5010,travesseiro,187,2331,-29.2977561,-52.0562096,8.0223
5011,tremedal,646,15996,-14.9772387,-41.4110979,4.0385
5012,tremembe,2110,48228,-22.95714,-45.547526,4.3751
5013,tres arroios,152,2620,-27.4995057,-52.149354,5.8015
5014,tres barras,1629,19455,-26.105632,-50.319692,8.3732
5015,tres barras do parana,1278,12036,-25.4212699,-53.1837577,10.6181
5016,tres cachoeiras,889,11174,-29.4521243,-49.9190608,7.956
5017,tres coracoes,7965,80561,-21.695625,-45.2543675,9.8869
5018,tres coroas,2057,28948,-29.5155023,-50.7770635,7.1058
5019,tres de maio,2372,23846,-27.7799415,-54.2356626,9.9472
5020,tres forquilhas,204,2643,-29.5375482,-50.0650535,7.7185
5021,tres fronteiras,600,5856,-20.234355,-50.890528,10.2459
5022,tres lagoas,12350,125137,-20.7866799,-51.7061247,9.8692
5023,tres marias,2009,33062,-18.2051533,-45.2484314,6.0765
5024,tres palmeiras,484,4232,-27.6166217,-52.8412626,11.4367
5025,tres passos,1792,23799,-27.4556106,-53.9294399,7.5297
5026,tres pontas,6016,57127,-21.3686224,-45.5122937,10.5309
5027,tres ranchos,219,2830,-18.3567507,-47.7810678,7.7385
5028,tres rios,6501,82468,-22.1167884,-43.2087226,7.8831
5029,treviso,470,4002,-28.5153879,-49.4582122,11.7441
5030,treze de maio,543,7104,-28.5574415,-49.1447586,7.6436
5031,treze tilias,752,8138,-26.9996788,-51.4073067,9.2406
5032,trindade,13997,31103,-16.6549924,-49.4876203,45.0021
5033,trindade do sul,640,5781,-27.5218951,-52.8986017,11.0707
5034,triunfo,3688,9473,-29.9407972,-51.7191859,38.9317
5035,triunfo potiguar,234,3195,-5.866913,-37.1857379,7.3239
5036,trizidela do vale,1078,22223,-4.5694816,-44.6144214,4.8508
5037,trombas,437,3497,-13.5078899,-48.74171,12.4964
5038,trombudo central,895,7506,-27.3040981,-49.79316,11.9238
5039,tubarao,10470,107143,-28.471488,-49.014132,9.772
5040,tucano,2636,50903,-10.963517,-38.785957,5.1785
5041,tucuma,1690,40661,3.1188517,-61.068355,4.1563
5042,tucunduva,700,5612,-27.6581837,-54.4416605,12.4733
5043,tucurui,5922,116605,-3.766334,-49.6663654,5.0787
5044,tufilandia,176,5868,-3.6734127,-45.6357014,2.9993
5045,tuiuti,657,7058,-22.819324,-46.6937627,9.3086
5046,tumiritinga,443,6797,-18.976946,-41.645851,6.5176
5047,tunapolis,608,4507,-26.97073,-53.6382084,13.4901
5048,tunas,249,4585,-29.1053032,-52.9569329,5.4308
5049,tunas do parana,601,9269,-24.9761456,-49.0854528,6.484
5050,tuneiras do oeste,894,8502,-23.8672329,-52.8749376,10.5152
5051,tuntum,901,42242,-5.2630885,-44.6448502,2.1329
5052,tupa,5803,65615,-21.9349129,-50.5141255,8.844
5053,tupaciguara,2552,25466,-18.5932122,-48.6999014,10.0212
5054,tupanatinga,556,27793,-8.7542378,-37.3398733,2.0005
5055,tupanci do sul,102,1447,-27.9239665,-51.5377991,7.0491
5056,tupancireta,2406,24182,-29.0798756,-53.8386668,9.9495
5057,tupandi,639,5019,-29.4779269,-51.4209232,12.7316
5058,tuparendi,797,7730,-27.7622992,-54.4829323,10.3105
5059,tuparetama,507,8266,-7.6010116,-37.3114417,6.1336
5060,tupassi,708,8105,-24.5857992,-53.5129537,8.7353
5061,tupi paulista,1403,15670,-21.3861179,-51.5763259,8.9534
5062,tupirama,108,1952,-8.9746528,-48.1887392,5.5328
5063,tupiratins,166,2785,-8.3996247,-48.1299635,5.9605
5064,turiacu,67,35811,-1.6710652,-45.3684095,0.1871
5065,turilandia,584,26112,-2.2226922,-45.3061308,2.2365
5066,turiuba,117,2024,-20.9491284,-50.1082011,5.7806
5067,turmalina,1535,20280,-17.286102,-42.7312574,7.569
5068,turucu,300,3408,-31.4191603,-52.1765159,8.8028
5069,tururu,963,16588,-3.5985489,-39.4358101,5.8054
5070,turvania,548,4526,-16.6120126,-50.1352075,12.1078
5071,turvelandia,525,5447,-17.8510524,-50.3051683,9.6383
5072,turvo,3341,13080,-25.043933,-51.5392172,25.5428
5073,turvolandia,389,5099,-21.875556,-45.786944,7.6289
5074,tutoia,615,59927,-2.761413,-42.275531,1.0262
5075,uarini,891,13839,-2.9827061,-65.1578615,6.4383
5076,uaua,2135,23991,-9.8384079,-39.4793914,8.8992
5077,uba,11524,117995,-5.553215,-48.9017683,9.7665
5078,ubai,604,12661,-16.2925001,-44.7823835,4.7706
5079,ubaira,1085,19860,-13.2616682,-39.6612866,5.4632
5080,ubaitaba,747,18647,-14.3117771,-39.3226605,4.006
5081,ubajara,1030,35295,-3.8534468,-40.9185642,2.9183
5082,ubaporanga,665,12514,-19.6344637,-42.1073048,5.314
